# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
ip-10-234-134-85.us-west-1.compute.internal;60;1441234723;10458308;115011152;91.66;0;113441908;8941776;7.13;62639164;50878668;2656
ip-10-234-134-85.us-west-1.compute.internal;60;1441234783;580876;124888584;99.54;0;123249168;8941760;7.13;63898960;59428056;14908
ip-10-234-134-85.us-west-1.compute.internal;60;1441234843;583416;124886044;99.54;0;123167560;8941800;7.13;58302512;64943924;4924
ip-10-234-134-85.us-west-1.compute.internal;60;1441234903;588388;124881072;99.53;0;121289128;10750284;8.57;58206784;64964068;434028
ip-10-234-134-85.us-west-1.compute.internal;60;1441234963;611980;124857480;99.51;0;121261732;10750312;8.57;58197040;64945292;1800
ip-10-234-134-85.us-west-1.compute.internal;60;1441235023;603924;124865536;99.52;0;121255828;10750304;8.57;58202000;64936168;27708
ip-10-234-134-85.us-west-1.compute.internal;60;1441235083;611032;124858428;99.51;0;121248244;10750308;8.57;58238812;64892644;984
ip-10-234-134-85.us-west-1.compute.internal;60;1441235143;586520;124882940;99.53;0;121272452;10750440;8.57;58188784;64963608;272
ip-10-234-134-85.us-west-1.compute.internal;60;1441235203;597232;124872228;99.52;0;121209288;10861072;8.66;72223648;50930156;316
ip-10-234-134-85.us-west-1.compute.internal;60;1441235263;4049032;121420428;96.77;0;118424296;10144984;8.09;74610732;45095604;316
ip-10-234-134-85.us-west-1.compute.internal;60;1441235323;585744;124883716;99.53;0;117933048;14095624;11.23;74466020;48686492;288
ip-10-234-134-85.us-west-1.compute.internal;60;1441235383;610960;124858500;99.51;0;117281788;14784012;11.78;68744612;54384784;276
ip-10-234-134-85.us-west-1.compute.internal;60;1441235443;605660;124863800;99.52;0;116661572;15521592;12.37;69062680;54075656;288
ip-10-234-134-85.us-west-1.compute.internal;60;1441235503;579092;124890368;99.54;0;116052056;16062504;12.80;69385056;53771808;288
ip-10-234-134-85.us-west-1.compute.internal;60;1441235563;595720;124873740;99.53;0;115401596;16996660;13.55;69695348;53442552;280
ip-10-234-134-85.us-west-1.compute.internal;60;1441235623;605692;124863768;99.52;0;114763168;17537600;13.98;70006248;53120944;284
ip-10-234-134-85.us-west-1.compute.internal;60;1441235683;587700;124881760;99.53;0;114146212;18078528;14.41;70331600;52813740;276
ip-10-234-134-85.us-west-1.compute.internal;60;1441235743;580004;124889456;99.54;0;113525048;18619452;14.84;70649244;52505788;264
ip-10-234-134-85.us-west-1.compute.internal;60;1441235803;598056;124871404;99.52;0;112949784;19160400;15.27;70991068;52218432;284
ip-10-234-134-85.us-west-1.compute.internal;60;1441235863;661516;124807944;99.47;0;112840996;19201256;15.30;71023528;52125276;228
ip-10-234-134-85.us-west-1.compute.internal;60;1441235923;590920;124878540;99.53;0;123139044;8969064;7.15;67480160;55759196;536
ip-10-234-134-85.us-west-1.compute.internal;60;1441235983;612856;124856604;99.51;0;123216612;8973016;7.15;65970708;57350500;940
ip-10-234-134-85.us-west-1.compute.internal;60;1441236043;584860;124884600;99.53;0;123242828;8977332;7.15;65998448;57352872;7592
ip-10-234-134-85.us-west-1.compute.internal;60;1441236103;606652;124862808;99.52;0;123212848;8983624;7.16;66066584;57261772;9900
ip-10-234-134-85.us-west-1.compute.internal;60;1441236163;586712;124882748;99.53;0;123224196;8990732;7.17;67190316;56157828;9488
ip-10-234-134-85.us-west-1.compute.internal;60;1441236223;598160;124871300;99.52;0;122450008;9777972;7.79;67455392;55904112;11584
ip-10-234-134-85.us-west-1.compute.internal;60;1441236283;600928;124868532;99.52;0;122445596;9778108;7.79;83992056;39363288;300
ip-10-234-134-85.us-west-1.compute.internal;60;1441236343;594068;124875392;99.53;0;118354068;13876852;11.06;74515372;48845492;296
ip-10-234-134-85.us-west-1.compute.internal;60;1441236403;602284;124867176;99.52;0;111452104;20773936;16.56;71889928;51469160;804
ip-10-234-134-85.us-west-1.compute.internal;60;1441236463;600532;124868928;99.52;0;105832872;26387972;21.03;75768112;47575732;4020
ip-10-234-134-85.us-west-1.compute.internal;60;1441236523;581276;124888184;99.54;0;100216968;32002228;25.51;78288060;45061112;724
ip-10-234-134-85.us-west-1.compute.internal;60;1441236583;596396;124873064;99.52;0;94852056;37346028;29.77;80158968;43170188;280
ip-10-234-134-85.us-west-1.compute.internal;60;1441236643;589804;124879656;99.53;0;89937924;42257504;33.68;82613204;40713112;264
ip-10-234-134-85.us-west-1.compute.internal;60;1441236703;592200;124877260;99.53;0;85062212;47125904;37.56;85041644;38275884;272
ip-10-234-134-85.us-west-1.compute.internal;60;1441236763;601284;124868176;99.52;0;80488324;51681328;41.19;87307832;35986060;260
ip-10-234-134-85.us-west-1.compute.internal;60;1441236823;606460;124863000;99.52;0;75928572;56227552;44.81;89573716;33707820;252
ip-10-234-134-85.us-west-1.compute.internal;60;1441236883;602744;124866716;99.52;0;72517552;59628900;47.52;91267540;32002104;264
ip-10-234-134-85.us-west-1.compute.internal;60;1441236943;655732;124813728;99.48;0;72458144;59628968;47.52;91238424;31972048;252
ip-10-234-134-85.us-west-1.compute.internal;60;1441237003;603236;124866224;99.52;0;72506092;59628976;47.52;91260200;31998208;264
ip-10-234-134-85.us-west-1.compute.internal;60;1441237063;585040;124884420;99.53;0;72524724;59629364;47.53;91275988;31999828;256
ip-10-234-134-85.us-west-1.compute.internal;60;1441237123;590620;124878840;99.53;0;72524680;59629616;47.53;91276544;31999608;284
